,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,HOME_TEAM,VISITOR_TEAM
17094,2010,96.0,0.514,0.7140000000000001,0.35,24.0,40.0,82.0,0.391,0.545,0.2,14.0,46.0,1,Hornets,Grizzlies
17095,2009,89.0,0.423,0.72,0.278,20.0,43.0,87.0,0.40700000000000003,0.722,0.308,20.0,41.0,1,Hornets,Grizzlies
17096,2009,92.0,0.434,0.778,0.25,19.0,37.0,95.0,0.39799999999999996,0.813,0.2,18.0,48.0,0,Hornets,Grizzlies
17097,2008,101.0,0.5,0.7829999999999999,0.43799999999999994,26.0,44.0,86.0,0.475,0.7140000000000001,0.3,15.0,28.0,1,Hornets,Grizzlies
17098,2007,105.0,0.5,0.8,0.45,27.0,44.0,87.0,0.4,0.9,0.313,13.0,39.0,1,Hornets,Grizzlies
17099,2006,107.0,0.435,0.675,0.3,23.0,35.0,115.0,0.556,0.795,0.308,20.0,44.0,0,Hornets,Grizzlies
17100,2005,88.0,0.40399999999999997,0.813,0.2,23.0,45.0,96.0,0.408,0.789,0.47100000000000003,16.0,38.0,0,Hornets,Grizzlies
17101,2004,89.0,0.41100000000000003,0.6579999999999999,0.5,19.0,39.0,109.0,0.48200000000000004,0.769,0.34600000000000003,22.0,37.0,0,Hornets,Grizzlies
17102,2019,117.0,0.494,0.789,0.444,27.0,34.0,119.0,0.539,0.667,0.486,32.0,45.0,0,Hornets,Grizzlies
17103,2018,100.0,0.43799999999999994,0.857,0.414,15.0,40.0,92.0,0.43799999999999994,0.765,0.31,23.0,40.0,1,Hornets,Grizzlies
17104,2017,140.0,0.5329999999999999,0.852,0.475,25.0,53.0,79.0,0.385,0.7140000000000001,0.222,13.0,38.0,1,Hornets,Grizzlies
17105,2016,90.0,0.41100000000000003,0.636,0.29,20.0,39.0,105.0,0.47600000000000003,0.765,0.462,24.0,40.0,0,Hornets,Grizzlies
17106,2015,98.0,0.406,0.875,0.43799999999999994,21.0,43.0,92.0,0.41100000000000003,0.524,0.368,21.0,48.0,1,Hornets,Grizzlies
17107,2014,69.0,0.361,0.722,0.28600000000000003,17.0,44.0,71.0,0.363,0.769,0.273,16.0,45.0,0,Hornets,Grizzlies
17108,2013,102.0,0.531,0.688,0.313,31.0,46.0,88.0,0.42100000000000004,0.667,0.364,24.0,38.0,1,Timberwolves,Grizzlies
17109,2013,90.0,0.46399999999999997,0.857,0.273,18.0,46.0,94.0,0.475,0.636,0.33299999999999996,19.0,38.0,0,Timberwolves,Grizzlies
17110,2012,86.0,0.433,0.6759999999999999,0.313,19.0,35.0,99.0,0.507,0.7040000000000001,0.6,25.0,35.0,0,Timberwolves,Grizzlies
17111,2011,84.0,0.35600000000000004,0.833,0.318,16.0,46.0,91.0,0.44,0.545,0.385,24.0,42.0,0,Timberwolves,Grizzlies
17112,2011,86.0,0.402,0.542,0.33299999999999996,15.0,50.0,90.0,0.413,0.84,0.33299999999999996,16.0,46.0,0,Timberwolves,Grizzlies
17113,2010,95.0,0.37,0.815,0.294,20.0,51.0,104.0,0.452,0.767,0.313,27.0,46.0,0,Timberwolves,Grizzlies
17114,2010,84.0,0.435,0.5,0.263,22.0,38.0,102.0,0.489,0.909,0.462,27.0,47.0,0,Timberwolves,Grizzlies
17115,2009,109.0,0.556,0.632,0.5,26.0,33.0,102.0,0.517,0.75,0.429,27.0,36.0,1,Timberwolves,Grizzlies
17116,2009,95.0,0.5,0.68,0.4,21.0,39.0,97.0,0.45299999999999996,0.7190000000000001,0.353,18.0,34.0,0,Timberwolves,Grizzlies
17117,2008,104.0,0.48700000000000004,0.857,0.455,23.0,48.0,79.0,0.43799999999999994,0.632,0.25,16.0,28.0,1,Timberwolves,Grizzlies
17118,2008,108.0,0.494,0.784,0.067,20.0,47.0,98.0,0.429,0.759,0.308,22.0,41.0,1,Timberwolves,Grizzlies
17119,2007,101.0,0.518,0.75,0.231,19.0,42.0,113.0,0.442,0.875,0.375,25.0,41.0,0,Timberwolves,Grizzlies
17120,2007,98.0,0.39299999999999996,0.8290000000000001,0.273,21.0,46.0,94.0,0.415,0.636,0.22699999999999998,9.0,51.0,1,Timberwolves,Grizzlies
17121,2006,94.0,0.396,0.619,0.313,20.0,42.0,116.0,0.529,0.7859999999999999,0.182,37.0,49.0,0,Timberwolves,Grizzlies
17122,2005,92.0,0.35100000000000003,0.7829999999999999,0.24,23.0,45.0,102.0,0.446,0.727,0.6,28.0,55.0,0,Timberwolves,Grizzlies
17123,2005,105.0,0.507,0.725,0.4,24.0,40.0,99.0,0.493,0.7,0.41700000000000004,15.0,32.0,1,Timberwolves,Grizzlies
17124,2004,95.0,0.507,0.762,0.313,28.0,32.0,104.0,0.534,0.667,0.41700000000000004,26.0,31.0,0,Timberwolves,Grizzlies
17125,2004,115.0,0.525,0.818,0.4,28.0,47.0,90.0,0.375,0.826,0.294,19.0,39.0,1,Timberwolves,Grizzlies
17126,2003,90.0,0.395,0.792,0.5379999999999999,17.0,54.0,82.0,0.387,0.63,0.5,20.0,40.0,1,Timberwolves,Grizzlies
17127,2003,98.0,0.506,0.81,0.5,24.0,40.0,99.0,0.513,0.727,0.2,25.0,30.0,0,Timberwolves,Grizzlies
17128,2019,107.0,0.38799999999999996,0.857,0.306,22.0,53.0,115.0,0.41,0.81,0.4,27.0,50.0,0,Timberwolves,Grizzlies
17129,2018,99.0,0.389,0.773,0.22899999999999998,25.0,41.0,97.0,0.414,0.8640000000000001,0.261,21.0,51.0,1,Timberwolves,Grizzlies
17130,2018,87.0,0.38799999999999996,0.813,0.414,20.0,49.0,100.0,0.4270000000000001,0.72,0.429,26.0,43.0,0,Timberwolves,Grizzlies
17131,2017,113.0,0.483,0.846,0.318,27.0,52.0,94.0,0.41200000000000003,0.905,0.278,20.0,35.0,1,Timberwolves,Grizzlies
17132,2017,93.0,0.418,0.792,0.33299999999999996,21.0,37.0,101.0,0.47600000000000003,0.667,0.484,25.0,35.0,0,Timberwolves,Grizzlies
17133,2016,99.0,0.41700000000000004,0.792,0.385,22.0,45.0,107.0,0.41600000000000004,0.846,0.35700000000000004,17.0,42.0,0,Timberwolves,Grizzlies
17134,2016,116.0,0.551,0.7829999999999999,0.6,29.0,50.0,80.0,0.36,0.759,0.16699999999999998,10.0,32.0,1,Timberwolves,Grizzlies
17135,2016,101.0,0.413,0.878,0.136,18.0,43.0,94.0,0.39799999999999996,0.643,0.32299999999999995,14.0,45.0,1,Timberwolves,Grizzlies
17136,2015,106.0,0.5,0.917,0.294,26.0,38.0,101.0,0.46799999999999997,0.818,0.474,22.0,34.0,1,Timberwolves,Grizzlies
17137,2015,106.0,0.5,0.905,0.313,20.0,33.0,114.0,0.563,0.9259999999999999,0.529,21.0,34.0,0,Timberwolves,Grizzlies
17138,2014,97.0,0.386,0.815,0.368,22.0,35.0,101.0,0.594,0.7240000000000001,0.364,21.0,43.0,0,Timberwolves,Grizzlies
17139,2014,90.0,0.4320000000000001,0.882,0.294,17.0,43.0,89.0,0.522,0.75,0.16699999999999998,19.0,30.0,1,Timberwolves,Grizzlies
17140,2019,124.0,0.5,0.8240000000000001,0.43200000000000005,33.0,50.0,97.0,0.41600000000000004,0.727,0.259,20.0,45.0,1,Clippers,Grizzlies
17141,2019,114.0,0.446,0.773,0.233,20.0,49.0,140.0,0.51,0.857,0.462,36.0,54.0,0,Clippers,Grizzlies
17142,2013,102.0,0.395,0.8440000000000001,0.304,20.0,45.0,106.0,0.48100000000000004,0.767,0.41700000000000004,23.0,47.0,0,Clippers,Grizzlies
17143,2012,93.0,0.442,0.76,0.353,19.0,40.0,103.0,0.435,0.7879999999999999,0.3,19.0,42.0,0,Clippers,Grizzlies
17144,2012,93.0,0.474,0.773,0.133,19.0,40.0,91.0,0.452,0.6759999999999999,0.182,16.0,38.0,1,Clippers,Grizzlies
17145,2012,112.0,0.5539999999999999,0.742,0.368,20.0,47.0,91.0,0.465,0.8,0.41700000000000004,22.0,23.0,1,Clippers,Grizzlies
17146,2012,85.0,0.431,0.9440000000000001,0.231,22.0,34.0,96.0,0.544,0.762,0.5,20.0,31.0,0,Clippers,Grizzlies
17147,2012,101.0,0.514,0.69,0.33299999999999996,25.0,39.0,92.0,0.384,0.8,0.14300000000000002,24.0,44.0,1,Clippers,Grizzlies
17148,2011,88.0,0.43,0.64,0.267,21.0,32.0,90.0,0.455,0.63,0.3,20.0,48.0,0,Clippers,Grizzlies
17149,2011,101.0,0.447,0.7,0.313,18.0,36.0,97.0,0.434,0.778,0.308,18.0,47.0,1,Clippers,Grizzlies
17150,2011,87.0,0.47100000000000003,0.433,0.47100000000000003,18.0,35.0,86.0,0.4,0.769,0.308,19.0,40.0,1,Clippers,Grizzlies
17151,2011,101.0,0.5,0.727,0.313,24.0,36.0,85.0,0.423,0.7140000000000001,0.6,26.0,37.0,1,Clippers,Grizzlies
17152,2011,98.0,0.486,0.7040000000000001,0.409,24.0,37.0,91.0,0.35700000000000004,0.8059999999999999,0.33299999999999996,18.0,42.0,1,Clippers,Grizzlies
17153,2010,110.0,0.5429999999999999,0.7040000000000001,0.2,36.0,37.0,103.0,0.429,0.857,0.467,25.0,39.0,1,Clippers,Grizzlies
17154,2010,83.0,0.45799999999999996,0.833,0.5,25.0,43.0,84.0,0.418,0.778,0.364,20.0,31.0,0,Clippers,Grizzlies
17155,2009,98.0,0.5,0.667,0.182,18.0,47.0,88.0,0.48700000000000004,0.611,0.2,23.0,30.0,1,Clippers,Grizzlies
17156,2009,113.0,0.5,0.6970000000000001,0.28600000000000003,28.0,36.0,110.0,0.461,0.813,0.2,26.0,45.0,1,Clippers,Grizzlies
17157,2008,95.0,0.479,0.5760000000000001,0.3,23.0,35.0,118.0,0.561,0.826,0.5379999999999999,30.0,34.0,0,Clippers,Grizzlies
17158,2007,110.0,0.532,0.821,0.158,29.0,43.0,97.0,0.475,0.741,0.071,17.0,33.0,1,Clippers,Grizzlies
17159,2007,100.0,0.45,0.759,0.5,28.0,48.0,86.0,0.364,0.75,0.3,15.0,41.0,1,Clippers,Grizzlies
17160,2006,112.0,0.511,0.8640000000000001,0.2,33.0,43.0,91.0,0.479,0.72,0.25,25.0,35.0,1,Clippers,Grizzlies
17161,2006,105.0,0.529,0.818,0.5710000000000001,23.0,39.0,90.0,0.452,0.7040000000000001,0.556,13.0,36.0,1,Clippers,Grizzlies
17162,2005,86.0,0.42100000000000004,0.654,0.35700000000000004,22.0,32.0,102.0,0.568,0.7859999999999999,0.5379999999999999,25.0,38.0,0,Clippers,Grizzlies
17163,2005,91.0,0.479,0.958,0.0,21.0,44.0,87.0,0.385,0.688,0.273,19.0,35.0,1,Clippers,Grizzlies
17164,2004,102.0,0.526,0.773,0.5,28.0,44.0,105.0,0.47100000000000003,0.833,0.409,20.0,25.0,0,Clippers,Grizzlies
17165,2004,82.0,0.441,0.741,0.222,21.0,42.0,92.0,0.434,0.5670000000000001,0.563,22.0,40.0,0,Clippers,Grizzlies
17166,2003,92.0,0.44299999999999995,0.655,0.231,25.0,40.0,98.0,0.423,0.73,0.23800000000000002,23.0,42.0,0,Clippers,Grizzlies
17167,2003,107.0,0.47100000000000003,0.9,0.583,25.0,39.0,108.0,0.532,0.7140000000000001,0.4,23.0,33.0,0,Clippers,Grizzlies
17168,2018,113.0,0.48,0.895,0.259,23.0,47.0,96.0,0.376,0.828,0.242,22.0,34.0,1,Clippers,Grizzlies
17169,2018,112.0,0.426,0.889,0.348,26.0,48.0,107.0,0.457,0.778,0.33299999999999996,29.0,47.0,1,Clippers,Grizzlies
17170,2017,113.0,0.5489999999999999,0.8390000000000001,0.391,23.0,34.0,105.0,0.48100000000000004,0.636,0.308,18.0,38.0,1,Clippers,Grizzlies
17171,2017,104.0,0.45799999999999996,0.774,0.154,18.0,43.0,113.0,0.47600000000000003,0.833,0.419,21.0,39.0,0,Clippers,Grizzlies
17172,2016,115.0,0.507,0.711,0.391,23.0,45.0,106.0,0.4320000000000001,0.76,0.39299999999999996,30.0,43.0,1,Clippers,Grizzlies
17173,2016,107.0,0.457,0.706,0.36,15.0,35.0,111.0,0.488,0.8420000000000001,0.5770000000000001,24.0,43.0,0,Clippers,Grizzlies
17174,2015,110.0,0.547,0.762,0.48,29.0,41.0,84.0,0.40700000000000003,0.643,0.25,16.0,38.0,1,Clippers,Grizzlies
17175,2015,94.0,0.41200000000000003,0.892,0.263,14.0,40.0,92.0,0.43799999999999994,0.69,0.182,21.0,40.0,1,Clippers,Grizzlies
17176,2014,94.0,0.39799999999999996,0.818,0.222,25.0,43.0,86.0,0.442,0.667,0.222,24.0,43.0,1,Clippers,Grizzlies
17177,2014,87.0,0.44299999999999995,0.667,0.33299999999999996,21.0,40.0,90.0,0.40700000000000003,0.731,0.33299999999999996,22.0,42.0,0,Clippers,Grizzlies
17178,2019,119.0,0.484,0.741,0.31,28.0,43.0,110.0,0.488,0.76,0.3,32.0,45.0,1,Nuggets,Grizzlies
17179,2013,92.0,0.493,0.583,0.3,20.0,43.0,94.0,0.447,0.565,0.556,17.0,43.0,0,Nuggets,Grizzlies
17180,2013,111.0,0.5379999999999999,0.762,0.409,27.0,41.0,108.0,0.48700000000000004,0.763,0.41700000000000004,23.0,35.0,1,Nuggets,Grizzlies
17181,2012,87.0,0.455,0.727,0.083,18.0,42.0,80.0,0.353,0.8420000000000001,0.33299999999999996,16.0,47.0,1,Nuggets,Grizzlies
17182,2012,99.0,0.522,0.885,0.4,20.0,35.0,94.0,0.415,0.9,0.368,27.0,37.0,1,Nuggets,Grizzlies
17183,2011,91.0,0.405,0.767,0.444,22.0,47.0,94.0,0.507,0.652,0.33299999999999996,23.0,33.0,0,Nuggets,Grizzlies
17184,2010,120.0,0.494,0.722,0.429,28.0,36.0,107.0,0.5379999999999999,0.613,0.4,22.0,36.0,1,Nuggets,Grizzlies
17185,2010,108.0,0.45299999999999996,0.758,0.25,23.0,42.0,107.0,0.523,0.647,0.4,23.0,37.0,1,Nuggets,Grizzlies
17186,2009,123.0,0.46,0.821,0.344,24.0,48.0,101.0,0.391,0.75,0.2,17.0,47.0,1,Nuggets,Grizzlies
17187,2009,133.0,0.5529999999999999,0.8109999999999999,0.529,36.0,31.0,123.0,0.578,0.655,0.444,27.0,39.0,1,Nuggets,Grizzlies
17188,2008,100.0,0.423,0.667,0.25,23.0,51.0,90.0,0.38,0.816,0.313,18.0,40.0,1,Nuggets,Grizzlies
17189,2007,120.0,0.46299999999999997,0.7809999999999999,0.26899999999999996,27.0,53.0,111.0,0.41700000000000004,0.813,0.33299999999999996,31.0,47.0,1,Nuggets,Grizzlies
17190,2007,108.0,0.47100000000000003,0.667,0.42100000000000004,29.0,54.0,86.0,0.35600000000000004,0.696,0.2,20.0,48.0,1,Nuggets,Grizzlies
17191,2006,115.0,0.44799999999999995,0.611,0.292,32.0,49.0,98.0,0.457,0.71,0.182,24.0,45.0,1,Nuggets,Grizzlies
17192,2006,96.0,0.48700000000000004,0.593,0.28600000000000003,27.0,39.0,108.0,0.489,0.857,0.375,30.0,44.0,0,Nuggets,Grizzlies
17193,2005,115.0,0.64,0.684,0.75,32.0,41.0,101.0,0.462,0.688,0.7,19.0,21.0,1,Nuggets,Grizzlies
17194,2005,99.0,0.44799999999999995,0.655,0.154,25.0,55.0,83.0,0.3720000000000001,0.75,0.16,13.0,43.0,1,Nuggets,Grizzlies
17195,2004,111.0,0.48100000000000004,0.8290000000000001,0.375,28.0,54.0,102.0,0.47100000000000003,0.696,0.375,29.0,32.0,1,Nuggets,Grizzlies
17196,2004,92.0,0.494,0.7,0.182,23.0,49.0,82.0,0.431,0.579,0.45,24.0,24.0,1,Nuggets,Grizzlies
17197,2003,86.0,0.386,0.75,0.231,20.0,46.0,83.0,0.451,0.6,0.2,23.0,43.0,1,Nuggets,Grizzlies
17198,2003,106.0,0.506,0.655,0.455,26.0,37.0,99.0,0.47100000000000003,0.611,0.33299999999999996,30.0,51.0,1,Nuggets,Grizzlies
17199,2018,105.0,0.506,0.7829999999999999,0.321,22.0,40.0,99.0,0.5,0.941,0.33299999999999996,22.0,34.0,1,Nuggets,Grizzlies
17200,2017,87.0,0.386,0.813,0.318,15.0,47.0,78.0,0.39,0.7859999999999999,0.292,17.0,36.0,1,Nuggets,Grizzlies
17201,2017,104.0,0.506,0.5770000000000001,0.281,24.0,50.0,92.0,0.493,0.688,0.375,28.0,23.0,1,Nuggets,Grizzlies
17202,2016,98.0,0.44,0.765,0.324,26.0,39.0,105.0,0.45,0.88,0.33299999999999996,21.0,49.0,0,Nuggets,Grizzlies
17203,2016,99.0,0.4,0.743,0.36,25.0,45.0,119.0,0.489,0.75,0.467,28.0,46.0,0,Nuggets,Grizzlies
17204,2015,96.0,0.5329999999999999,0.8,0.32,27.0,40.0,103.0,0.48,0.778,0.15,27.0,27.0,0,Nuggets,Grizzlies
17205,2015,101.0,0.45,0.769,0.3,26.0,40.0,102.0,0.5,0.828,0.28600000000000003,21.0,37.0,0,Nuggets,Grizzlies
17206,2014,114.0,0.519,0.8059999999999999,0.467,21.0,48.0,85.0,0.43,0.6920000000000001,0.14300000000000002,20.0,37.0,1,Nuggets,Grizzlies
17207,2019,129.0,0.506,0.722,0.48700000000000004,22.0,27.0,125.0,0.506,0.8440000000000001,0.4,25.0,51.0,1,Kings,Grizzlies
17208,2019,128.0,0.489,0.8390000000000001,0.41200000000000003,26.0,41.0,123.0,0.484,0.9520000000000001,0.382,31.0,42.0,1,Kings,Grizzlies
17209,2013,89.0,0.48100000000000004,1.0,0.23800000000000002,20.0,34.0,99.0,0.547,0.813,0.28600000000000003,24.0,31.0,0,Kings,Grizzlies
17210,2013,86.0,0.379,0.765,0.304,21.0,35.0,97.0,0.556,0.722,0.308,30.0,49.0,0,Kings,Grizzlies
17211,2012,87.0,0.358,0.7859999999999999,0.28,18.0,41.0,89.0,0.43799999999999994,0.759,0.429,17.0,45.0,0,Kings,Grizzlies
17212,2012,81.0,0.368,0.87,0.23800000000000002,14.0,37.0,113.0,0.488,0.889,0.55,29.0,44.0,0,Kings,Grizzlies
17213,2011,119.0,0.534,0.6559999999999999,0.235,28.0,47.0,110.0,0.478,0.8,0.25,24.0,37.0,1,Kings,Grizzlies
17214,2010,100.0,0.461,0.7859999999999999,0.47100000000000003,20.0,41.0,98.0,0.4370000000000001,0.75,0.33299999999999996,18.0,40.0,1,Kings,Grizzlies
17215,2010,91.0,0.43,0.75,0.25,16.0,41.0,100.0,0.48200000000000004,0.7390000000000001,0.2,13.0,43.0,0,Kings,Grizzlies
17216,2009,85.0,0.409,0.7140000000000001,0.188,19.0,43.0,102.0,0.452,0.625,0.5,17.0,48.0,0,Kings,Grizzlies
17217,2009,127.0,0.484,0.639,0.56,26.0,40.0,116.0,0.455,0.778,0.556,17.0,57.0,1,Kings,Grizzlies
17218,2008,95.0,0.47,0.8,0.313,18.0,25.0,113.0,0.527,0.818,0.667,16.0,36.0,0,Kings,Grizzlies
17219,2008,100.0,0.527,0.696,0.6,24.0,36.0,95.0,0.4370000000000001,0.688,0.478,19.0,32.0,1,Kings,Grizzlies
17220,2007,107.0,0.39799999999999996,0.968,0.233,24.0,46.0,106.0,0.488,0.727,0.261,21.0,44.0,1,Kings,Grizzlies
17221,2007,116.0,0.483,0.893,0.294,18.0,43.0,113.0,0.514,0.75,0.46399999999999997,23.0,34.0,1,Kings,Grizzlies
17222,2006,115.0,0.5,0.696,0.55,25.0,37.0,111.0,0.527,0.774,0.45,20.0,39.0,1,Kings,Grizzlies
17223,2005,105.0,0.419,0.8109999999999999,0.25,19.0,49.0,93.0,0.474,0.857,0.563,20.0,43.0,1,Kings,Grizzlies
17224,2005,104.0,0.5670000000000001,0.87,0.42100000000000004,25.0,35.0,96.0,0.424,0.625,0.33299999999999996,24.0,37.0,1,Kings,Grizzlies
17225,2004,85.0,0.361,0.741,0.35700000000000004,16.0,47.0,82.0,0.44299999999999995,0.727,0.222,18.0,37.0,1,Kings,Grizzlies
17226,2004,107.0,0.474,0.8109999999999999,0.294,28.0,31.0,105.0,0.507,0.7140000000000001,0.429,19.0,45.0,1,Kings,Grizzlies
17227,2003,114.0,0.48700000000000004,0.775,0.409,23.0,44.0,97.0,0.435,0.773,0.33299999999999996,24.0,42.0,1,Kings,Grizzlies
17228,2003,109.0,0.494,0.792,0.444,24.0,42.0,89.0,0.423,0.655,0.235,20.0,45.0,1,Kings,Grizzlies
17229,2018,102.0,0.375,0.7240000000000001,0.366,25.0,42.0,99.0,0.46299999999999997,0.9,0.5,24.0,44.0,1,Kings,Grizzlies
17230,2018,97.0,0.42200000000000004,0.636,0.33299999999999996,19.0,57.0,92.0,0.38299999999999995,0.769,0.27,18.0,49.0,1,Kings,Grizzlies
17231,2017,96.0,0.43,0.52,0.375,20.0,42.0,114.0,0.539,0.75,0.467,22.0,44.0,0,Kings,Grizzlies
17232,2016,91.0,0.46299999999999997,0.767,0.24,16.0,36.0,90.0,0.344,0.7929999999999999,0.192,15.0,45.0,1,Kings,Grizzlies
17233,2016,98.0,0.431,0.893,0.39299999999999996,17.0,39.0,112.0,0.506,0.778,0.486,25.0,40.0,0,Kings,Grizzlies
17234,2015,89.0,0.392,0.6,0.35,17.0,35.0,103.0,0.48200000000000004,0.8,0.15,23.0,50.0,0,Kings,Grizzlies
17235,2014,102.0,0.488,0.72,0.375,24.0,47.0,90.0,0.405,0.7829999999999999,0.25,22.0,38.0,1,Kings,Grizzlies
17236,2014,85.0,0.47100000000000003,0.667,0.091,16.0,42.0,97.0,0.48100000000000004,0.643,0.231,25.0,35.0,0,Kings,Grizzlies
17237,2019,139.0,0.537,0.846,0.441,30.0,57.0,111.0,0.469,0.5770000000000001,0.194,17.0,34.0,1,Pelicans,Grizzlies
17238,2013,88.0,0.413,1.0,0.222,16.0,39.0,90.0,0.4320000000000001,0.815,0.222,19.0,42.0,0,Pelicans,Grizzlies
17239,2013,104.0,0.513,0.85,0.409,22.0,31.0,98.0,0.5,0.706,0.4,24.0,42.0,1,Pelicans,Grizzlies
17240,2012,90.0,0.474,0.778,0.28600000000000003,19.0,49.0,83.0,0.41100000000000003,0.8,0.3,14.0,33.0,1,Pelicans,Grizzlies
17241,2012,89.0,0.48,0.75,0.5,22.0,29.0,96.0,0.5,0.727,0.47100000000000003,23.0,46.0,0,Pelicans,Grizzlies
17242,2011,88.0,0.43799999999999994,1.0,0.231,22.0,39.0,75.0,0.35700000000000004,0.8,0.278,15.0,41.0,1,Pelicans,Grizzlies
17243,2011,87.0,0.486,0.875,0.41700000000000004,23.0,34.0,93.0,0.493,0.882,0.429,23.0,37.0,0,Pelicans,Grizzlies
17244,2011,95.0,0.434,0.706,0.5,21.0,46.0,80.0,0.37799999999999995,0.778,0.2,17.0,42.0,1,Pelicans,Grizzlies
17245,2010,81.0,0.449,0.833,0.308,24.0,26.0,93.0,0.507,0.737,0.625,26.0,40.0,0,Pelicans,Grizzlies
17246,2010,103.0,0.48100000000000004,0.75,0.33299999999999996,24.0,42.0,102.0,0.462,0.8,0.5,25.0,43.0,1,Pelicans,Grizzlies
17247,2010,90.0,0.366,0.826,0.579,19.0,40.0,97.0,0.436,0.8390000000000001,0.231,16.0,51.0,0,Pelicans,Grizzlies
17248,2009,100.0,0.5,1.0,0.294,29.0,34.0,104.0,0.494,0.632,0.182,19.0,39.0,0,Pelicans,Grizzlies
17249,2009,113.0,0.552,0.765,0.21100000000000002,28.0,39.0,111.0,0.529,0.85,0.308,22.0,37.0,1,Pelicans,Grizzlies
17250,2008,96.0,0.475,0.9,0.182,19.0,36.0,84.0,0.431,0.813,0.28600000000000003,15.0,36.0,1,Pelicans,Grizzlies
17251,2008,106.0,0.521,0.95,0.55,21.0,41.0,87.0,0.452,0.667,0.214,20.0,32.0,1,Pelicans,Grizzlies
17252,2007,112.0,0.483,0.87,0.32,30.0,40.0,99.0,0.46299999999999997,0.857,0.43799999999999994,19.0,34.0,1,Pelicans,Grizzlies
17253,2007,118.0,0.455,0.7829999999999999,0.4,23.0,47.0,116.0,0.55,0.767,0.294,24.0,39.0,1,Pelicans,Grizzlies
17254,2006,114.0,0.5579999999999999,0.591,0.5,26.0,47.0,99.0,0.439,0.7829999999999999,0.474,21.0,33.0,1,Pelicans,Grizzlies
17255,2006,100.0,0.44,0.69,0.33299999999999996,20.0,57.0,97.0,0.425,0.826,0.385,17.0,37.0,1,Pelicans,Grizzlies
17256,2005,107.0,0.594,0.871,0.5,18.0,33.0,102.0,0.493,0.84,0.321,18.0,22.0,1,Pelicans,Grizzlies
17257,2005,87.0,0.447,0.81,0.33299999999999996,23.0,44.0,79.0,0.37799999999999995,0.682,0.364,19.0,39.0,1,Pelicans,Grizzlies
17258,2004,82.0,0.377,0.68,0.43799999999999994,19.0,43.0,88.0,0.479,0.636,0.462,19.0,34.0,0,Pelicans,Grizzlies
17259,2004,91.0,0.469,0.9,0.316,25.0,34.0,98.0,0.4920000000000001,0.8440000000000001,0.474,26.0,32.0,0,Pelicans,Grizzlies
17260,2003,94.0,0.4320000000000001,0.706,0.33299999999999996,19.0,48.0,89.0,0.405,0.789,0.41700000000000004,21.0,36.0,1,Pelicans,Grizzlies
17261,2018,114.0,0.557,0.69,0.353,27.0,40.0,95.0,0.449,0.833,0.33299999999999996,28.0,36.0,1,Pelicans,Grizzlies
17262,2018,103.0,0.452,0.833,0.24100000000000002,25.0,42.0,107.0,0.47,0.75,0.42100000000000004,30.0,42.0,0,Pelicans,Grizzlies
17263,2017,123.0,0.523,0.895,0.444,32.0,48.0,95.0,0.39799999999999996,0.733,0.313,19.0,37.0,1,Pelicans,Grizzlies
17264,2017,111.0,0.5,0.813,0.259,23.0,41.0,104.0,0.451,0.938,0.429,22.0,44.0,1,Pelicans,Grizzlies
17265,2016,95.0,0.39799999999999996,0.8420000000000001,0.31,16.0,51.0,82.0,0.405,0.6920000000000001,0.257,17.0,41.0,1,Pelicans,Grizzlies
17266,2016,108.0,0.39399999999999996,0.9520000000000001,0.313,21.0,54.0,110.0,0.40399999999999997,0.619,0.382,23.0,61.0,0,Pelicans,Grizzlies
17267,2015,95.0,0.409,0.619,0.385,19.0,37.0,110.0,0.606,0.833,0.563,27.0,40.0,0,Pelicans,Grizzlies
17268,2015,104.0,0.4320000000000001,0.758,0.33299999999999996,25.0,37.0,113.0,0.478,0.9620000000000001,0.2,21.0,49.0,0,Pelicans,Grizzlies
17269,2014,95.0,0.475,0.846,0.348,24.0,41.0,89.0,0.4320000000000001,0.655,0.375,26.0,39.0,1,Pelicans,Grizzlies
17270,2014,106.0,0.457,0.846,0.5,21.0,47.0,95.0,0.439,0.773,0.353,17.0,44.0,1,Pelicans,Grizzlies
17271,2019,102.0,0.376,0.84,0.40700000000000003,23.0,46.0,110.0,0.5,0.765,0.375,29.0,42.0,0,Warriors,Grizzlies
17272,2013,100.0,0.494,0.7859999999999999,0.45,22.0,43.0,93.0,0.506,0.563,0.16699999999999998,24.0,33.0,1,Warriors,Grizzlies
17273,2013,81.0,0.439,0.5,0.278,24.0,43.0,88.0,0.386,0.895,0.25,17.0,48.0,0,Warriors,Grizzlies
17274,2012,87.0,0.465,0.7,0.41200000000000003,23.0,38.0,94.0,0.455,0.75,0.11800000000000001,27.0,43.0,0,Warriors,Grizzlies
17275,2012,94.0,0.45,0.706,0.5,21.0,36.0,104.0,0.455,0.8240000000000001,0.462,22.0,40.0,0,Warriors,Grizzlies
17276,2011,92.0,0.44299999999999995,0.609,0.444,23.0,39.0,110.0,0.525,0.905,0.368,33.0,47.0,0,Warriors,Grizzlies
